season,state,zone,climate,population,epi_week_of_season,week_start,iso_year,iso_week,cases,hospitalizations,deaths,cases_per_100k,hosp_per_100k,deaths_per_100k
2023/2024,Bauchi,NE,sahel,7540663,43,2024-04-22,2024,17,1559,14,3,20.675,0.186,0.04
2023/2024,Bauchi,NE,sahel,7540663,44,2024-04-29,2024,18,1453,14,4,19.269,0.186,0.053
2023/2024,Bauchi,NE,sahel,7540663,45,2024-05-06,2024,19,1026,17,1,13.606,0.225,0.013
2023/2024,Bauchi,NE,sahel,7540663,46,2024-05-13,2024,20,1110,16,1,14.72,0.212,0.013
2023/2024,Bauchi,NE,sahel,7540663,47,2024-05-20,2024,21,1147,10,0,15.211,0.133,0.0
2023/2024,Bauchi,NE,sahel,7540663,48,2024-05-27,2024,22,945,24,5,12.532,0.318,0.066
2023/2024,Bauchi,NE,sahel,7540663,49,2024-06-03,2024,23,2394,16,1,31.748,0.212,0.013
2023/2024,Bauchi,NE,sahel,7540663,50,2024-06-10,2024,24,1395,17,1,18.5,0.225,0.013
2023/2024,Bauchi,NE,sahel,7540663,51,2024-06-17,2024,25,1427,17,2,18.924,0.225,0.027
2023/2024,Bauchi,NE,sahel,7540663,52,2024-06-24,2024,26,1134,21,2,15.038,0.278,0.027
2023/2024,Oyo,SW,tropical,7512855,1,2023-07-03,2023,27,3068,47,4,40.837,0.626,0.053
2023/2024,Oyo,SW,tropical,7512855,2,2023-07-10,2023,28,1023,16,0,13.617,0.213,0.0
2023/2024,Oyo,SW,tropical,7512855,3,2023-07-17,2023,29,977,12,1,13.004,0.16,0.013
2023/2024,Oyo,SW,tropical,7512855,4,2023-07-24,2023,30,1140,20,0,15.174,0.266,0.0
2023/2024,Oyo,SW,tropical,7512855,5,2023-07-31,2023,31,1013,18,2,13.484,0.24,0.027
2023/2024,Oyo,SW,tropical,7512855,6,2023-08-07,2023,32,1011,11,0,13.457,0.146,0.0
2023/2024,Oyo,SW,tropical,7512855,7,2023-08-14,2023,33,1036,9,1,13.79,0.12,0.013
2023/2024,Oyo,SW,tropical,7512855,8,2023-08-21,2023,34,4235,45,5,56.37,0.599,0.067
2023/2024,Oyo,SW,tropical,7512855,9,2023-08-28,2023,35,3432,50,2,45.682,0.666,0.027
2023/2024,Oyo,SW,tropical,7512855,10,2023-09-04,2023,36,9059,154,10,120.58,2.05,0.133
2023/2024,Oyo,SW,tropical,7512855,11,2023-09-11,2023,37,22823,429,33,303.786,5.71,0.439
2023/2024,Oyo,SW,tropical,7512855,12,2023-09-18,2023,38,72516,556,69,965.226,7.401,0.918
2023/2024,Oyo,SW,tropical,7512855,13,2023-09-25,2023,39,80385,2108,120,1069.966,28.059,1.597
2023/2024,Oyo,SW,tropical,7512855,14,2023-10-02,2023,40,133248,2813,186,1773.6,37.442,2.476
2023/2024,Oyo,SW,tropical,7512855,15,2023-10-09,2023,41,67061,1090,131,892.617,14.508,1.744
2023/2024,Oyo,SW,tropical,7512855,16,2023-10-16,2023,42,43143,1363,60,574.256,18.142,0.799
2023/2024,Oyo,SW,tropical,7512855,17,2023-10-23,2023,43,17958,286,19,239.03,3.807,0.253
2023/2024,Oyo,SW,tropical,7512855,18,2023-10-30,2023,44,3806,38,6,50.66,0.506,0.08
2023/2024,Oyo,SW,tropical,7512855,19,2023-11-06,2023,45,1020,21,0,13.577,0.28,0.0
2023/2024,Oyo,SW,tropical,7512855,20,2023-11-13,2023,46,1190,12,2,15.84,0.16,0.027
2023/2024,Oyo,SW,tropical,7512855,21,2023-11-20,2023,47,1231,32,8,16.385,0.426,0.106
2023/2024,Oyo,SW,tropical,7512855,22,2023-11-27,2023,48,1785,30,2,23.759,0.399,0.027
2023/2024,Oyo,SW,tropical,7512855,23,2023-12-04,2023,49,1524,113,5,20.285,1.504,0.067
2023/2024,Oyo,SW,tropical,7512855,24,2023-12-11,2023,50,5678,63,5,75.577,0.839,0.067
2023/2024,Oyo,SW,tropical,7512855,25,2023-12-18,2023,51,4625,155,8,61.561,2.063,0.106
2023/2024,Oyo,SW,tropical,7512855,26,2023-12-25,2023,52,13014,211,20,173.223,2.809,0.266
2023/2024,Oyo,SW,tropical,7512855,27,2024-01-01,2024,1,12070,147,17,160.658,1.957,0.226
2023/2024,Oyo,SW,tropical,7512855,28,2024-01-08,2024,2,7540,177,15,100.361,2.356,0.2
2023/2024,Oyo,SW,tropical,7512855,29,2024-01-15,2024,3,3874,72,4,51.565,0.958,0.053
2023/2024,Oyo,SW,tropical,7512855,30,2024-01-22,2024,4,1383,31,2,18.408,0.413,0.027
2023/2024,Oyo,SW,tropical,7512855,31,2024-01-29,2024,5,1536,25,6,20.445,0.333,0.08
2023/2024,Oyo,SW,tropical,7512855,32,2024-02-05,2024,6,1090,19,0,14.508,0.253,0.0
2023/2024,Oyo,SW,tropical,7512855,33,2024-02-12,2024,7,1752,24,0,23.32,0.319,0.0
2023/2024,Oyo,SW,tropical,7512855,34,2024-02-19,2024,8,976,39,0,12.991,0.519,0.0
2023/2024,Oyo,SW,tropical,7512855,35,2024-02-26,2024,9,1627,15,0,21.656,0.2,0.0
2023/2024,Oyo,SW,tropical,7512855,36,2024-03-04,2024,10,780,15,0,10.382,0.2,0.0
2023/2024,Oyo,SW,tropical,7512855,37,2024-03-11,2024,11,814,10,2,10.835,0.133,0.027
2023/2024,Oyo,SW,tropical,7512855,38,2024-03-18,2024,12,1113,9,1,14.815,0.12,0.013
2023/2024,Oyo,SW,tropical,7512855,39,2024-03-25,2024,13,2012,6,1,26.781,0.08,0.013
2023/2024,Oyo,SW,tropical,7512855,40,2024-04-01,2024,14,1231,13,1,16.385,0.173,0.013
2023/2024,Oyo,SW,tropical,7512855,41,2024-04-08,2024,15,1483,15,0,19.739,0.2,0.0
2023/2024,Oyo,SW,tropical,7512855,42,2024-04-15,2024,16,904,9,2,12.033,0.12,0.027
2023/2024,Oyo,SW,tropical,7512855,43,2024-04-22,2024,17,1395,10,0,18.568,0.133,0.0
2023/2024,Oyo,SW,tropical,7512855,44,2024-04-29,2024,18,1075,8,4,14.309,0.106,0.053
2023/2024,Oyo,SW,tropical,7512855,45,2024-05-06,2024,19,526,9,1,7.001,0.12,0.013
2023/2024,Oyo,SW,tropical,7512855,46,2024-05-13,2024,20,1087,10,2,14.469,0.133,0.027
2023/2024,Oyo,SW,tropical,7512855,47,2024-05-20,2024,21,1051,20,0,13.989,0.266,0.0
2023/2024,Oyo,SW,tropical,7512855,48,2024-05-27,2024,22,1066,8,0,14.189,0.106,0.0
2023/2024,Oyo,SW,tropical,7512855,49,2024-06-03,2024,23,977,11,3,13.004,0.146,0.04
2023/2024,Oyo,SW,tropical,7512855,50,2024-06-10,2024,24,627,20,0,8.346,0.266,0.0
2023/2024,Oyo,SW,tropical,7512855,51,2024-06-17,2024,25,673,16,1,8.958,0.213,0.013
2023/2024,Oyo,SW,tropical,7512855,52,2024-06-24,2024,26,1166,14,0,15.52,0.186,0.0
2023/2024,Anambra,SE,tropical,7299910,1,2023-07-03,2023,27,5050,69,3,69.179,0.945,0.041
2023/2024,Anambra,SE,tropical,7299910,2,2023-07-10,2023,28,1104,14,1,15.123,0.192,0.014
2023/2024,Anambra,SE,tropical,7299910,3,2023-07-17,2023,29,751,7,1,10.288,0.096,0.014
2023/2024,Anambra,SE,tropical,7299910,4,2023-07-24,2023,30,846,16,0,11.589,0.219,0.0
2023/2024,Anambra,SE,tropical,7299910,5,2023-07-31,2023,31,1190,17,0,16.302,0.233,0.0
2023/2024,Anambra,SE,tropical,7299910,6,2023-08-07,2023,32,1526,22,2,20.904,0.301,0.027
2023/2024,Anambra,SE,tropical,7299910,7,2023-08-14,2023,33,1261,15,0,17.274,0.205,0.0
2023/2024,Anambra,SE,tropical,7299910,8,2023-08-21,2023,34,1253,28,2,17.165,0.384,0.027
2023/2024,Anambra,SE,tropical,7299910,9,2023-08-28,2023,35,4925,44,7,67.467,0.603,0.096
2023/2024,Anambra,SE,tropical,7299910,10,2023-09-04,2023,36,9107,127,11,124.755,1.74,0.151
2023/2024,Anambra,SE,tropical,7299910,11,2023-09-11,2023,37,23440,506,33,321.1,6.932,0.452
2023/2024,Anambra,SE,tropical,7299910,12,2023-09-18,2023,38,46798,817,50,641.076,11.192,0.685
2023/2024,Anambra,SE,tropical,7299910,13,2023-09-25,2023,39,100869,1420,111,1381.784,19.452,1.521
2023/2024,Anambra,SE,tropical,7299910,14,2023-10-02,2023,40,155728,2908,226,2133.287,39.836,3.096
2023/2024,Anambra,SE,tropical,7299910,15,2023-10-09,2023,41,116279,1344,113,1592.883,18.411,1.548
2023/2024,Anambra,SE,tropical,7299910,16,2023-10-16,2023,42,52164,549,51,714.584,7.521,0.699
2023/2024,Anambra,SE,tropical,7299910,17,2023-10-23,2023,43,17138,255,23,234.77,3.493,0.315
2023/2024,Anambra,SE,tropical,7299910,18,2023-10-30,2023,44,3328,44,4,45.59,0.603,0.055
2023/2024,Anambra,SE,tropical,7299910,19,2023-11-06,2023,45,1688,24,1,23.124,0.329,0.014
2023/2024,Anambra,SE,tropical,7299910,20,2023-11-13,2023,46,1714,7,3,23.48,0.096,0.041
2023/2024,Anambra,SE,tropical,7299910,21,2023-11-20,2023,47,1137,13,1,15.576,0.178,0.014
2023/2024,Anambra,SE,tropical,7299910,22,2023-11-27,2023,48,2670,29,2,36.576,0.397,0.027
2023/2024,Anambra,SE,tropical,7299910,23,2023-12-04,2023,49,3747,46,4,51.329,0.63,0.055
2023/2024,Anambra,SE,tropical,7299910,24,2023-12-11,2023,50,5017,106,5,68.727,1.452,0.068
2023/2024,Anambra,SE,tropical,7299910,25,2023-12-18,2023,51,6667,68,11,91.33,0.932,0.151
2023/2024,Anambra,SE,tropical,7299910,26,2023-12-25,2023,52,8273,245,15,113.33,3.356,0.205
2023/2024,Anambra,SE,tropical,7299910,27,2024-01-01,2024,1,8843,251,17,121.138,3.438,0.233
2023/2024,Anambra,SE,tropical,7299910,28,2024-01-08,2024,2,4676,124,16,64.056,1.699,0.219
2023/2024,Anambra,SE,tropical,7299910,29,2024-01-15,2024,3,4474,124,5,61.288,1.699,0.068
2023/2024,Anambra,SE,tropical,7299910,30,2024-01-22,2024,4,2060,27,1,28.22,0.37,0.014
2023/2024,Anambra,SE,tropical,7299910,31,2024-01-29,2024,5,1273,19,1,17.439,0.26,0.014
2023/2024,Anambra,SE,tropical,7299910,32,2024-02-05,2024,6,1101,18,2,15.082,0.247,0.027
2023/2024,Anambra,SE,tropical,7299910,33,2024-02-12,2024,7,1099,13,5,15.055,0.178,0.068
2023/2024,Anambra,SE,tropical,7299910,34,2024-02-19,2024,8,1344,18,2,18.411,0.247,0.027
2023/2024,Anambra,SE,tropical,7299910,35,2024-02-26,2024,9,475,7,0,6.507,0.096,0.0
2023/2024,Anambra,SE,tropical,7299910,36,2024-03-04,2024,10,720,14,1,9.863,0.192,0.014
2023/2024,Anambra,SE,tropical,7299910,37,2024-03-11,2024,11,756,11,1,10.356,0.151,0.014
2023/2024,Anambra,SE,tropical,7299910,38,2024-03-18,2024,12,929,15,2,12.726,0.205,0.027
2023/2024,Anambra,SE,tropical,7299910,39,2024-03-25,2024,13,680,13,4,9.315,0.178,0.055
2023/2024,Anambra,SE,tropical,7299910,40,2024-04-01,2024,14,979,23,3,13.411,0.315,0.041
2023/2024,Anambra,SE,tropical,7299910,41,2024-04-08,2024,15,632,9,2,8.658,0.123,0.027
2023/2024,Anambra,SE,tropical,7299910,42,2024-04-15,2024,16,848,8,2,11.617,0.11,0.027
2023/2024,Anambra,SE,tropical,7299910,43,2024-04-22,2024,17,655,10,0,8.973,0.137,0.0
2023/2024,Anambra,SE,tropical,7299910,44,2024-04-29,2024,18,718,5,0,9.836,0.068,0.0
2023/2024,Anambra,SE,tropical,7299910,45,2024-05-06,2024,19,901,16,1,12.343,0.219,0.014
2023/2024,Anambra,SE,tropical,7299910,46,2024-05-13,2024,20,1027,10,1,14.069,0.137,0.014
2023/2024,Anambra,SE,tropical,7299910,47,2024-05-20,2024,21,1126,16,1,15.425,0.219,0.014
2023/2024,Anambra,SE,tropical,7299910,48,2024-05-27,2024,22,626,11,3,8.575,0.151,0.041
2023/2024,Anambra,SE,tropical,7299910,49,2024-06-03,2024,23,1130,6,2,15.48,0.082,0.027
2023/2024,Anambra,SE,tropical,7299910,50,2024-06-10,2024,24,719,26,0,9.849,0.356,0.0
2023/2024,Anambra,SE,tropical,7299910,51,2024-06-17,2024,25,766,14,2,10.493,0.192,0.027
2023/2024,Anambra,SE,tropical,7299910,52,2024-06-24,2024,26,529,11,1,7.247,0.151,0.014
2023/2024,Rivers,SS,tropical,7234973,1,2023-07-03,2023,27,3296,53,0,45.556,0.733,0.0
2023/2024,Rivers,SS,tropical,7234973,2,2023-07-10,2023,28,749,17,1,10.352,0.235,0.014
2023/2024,Rivers,SS,tropical,7234973,3,2023-07-17,2023,29,1320,24,2,18.245,0.332,0.028
2023/2024,Rivers,SS,tropical,7234973,4,2023-07-24,2023,30,907,11,3,12.536,0.152,0.041
2023/2024,Rivers,SS,tropical,7234973,5,2023-07-31,2023,31,757,6,3,10.463,0.083,0.041
2023/2024,Rivers,SS,tropical,7234973,6,2023-08-07,2023,32,1009,9,0,13.946,0.124,0.0
2023/2024,Rivers,SS,tropical,7234973,7,2023-08-14,2023,33,937,29,5,12.951,0.401,0.069
2023/2024,Rivers,SS,tropical,7234973,8,2023-08-21,2023,34,1853,46,2,25.612,0.636,0.028
2023/2024,Rivers,SS,tropical,7234973,9,2023-08-28,2023,35,4239,96,3,58.59,1.327,0.041
2023/2024,Rivers,SS,tropical,7234973,10,2023-09-04,2023,36,5824,119,7,80.498,1.645,0.097
2023/2024,Rivers,SS,tropical,7234973,11,2023-09-11,2023,37,29564,383,18,408.626,5.294,0.249
2023/2024,Rivers,SS,tropical,7234973,12,2023-09-18,2023,38,52913,1228,49,731.35,16.973,0.677
2023/2024,Rivers,SS,tropical,7234973,13,2023-09-25,2023,39,95856,1434,73,1324.898,19.82,1.009
2023/2024,Rivers,SS,tropical,7234973,14,2023-10-02,2023,40,150163,2705,154,2075.516,37.388,2.129
2023/2024,Rivers,SS,tropical,7234973,15,2023-10-09,2023,41,92399,1466,116,1277.116,20.263,1.603
2023/2024,Rivers,SS,tropical,7234973,16,2023-10-16,2023,42,46593,1278,84,643.997,17.664,1.161
2023/2024,Rivers,SS,tropical,7234973,17,2023-10-23,2023,43,13912,260,17,192.288,3.594,0.235
2023/2024,Rivers,SS,tropical,7234973,18,2023-10-30,2023,44,5732,87,3,79.226,1.202,0.041
2023/2024,Rivers,SS,tropical,7234973,19,2023-11-06,2023,45,1018,17,0,14.071,0.235,0.0
2023/2024,Rivers,SS,tropical,7234973,20,2023-11-13,2023,46,1461,15,0,20.194,0.207,0.0
2023/2024,Rivers,SS,tropical,7234973,21,2023-11-20,2023,47,1880,18,2,25.985,0.249,0.028
2023/2024,Rivers,SS,tropical,7234973,22,2023-11-27,2023,48,1185,43,6,16.379,0.594,0.083
2023/2024,Rivers,SS,tropical,7234973,23,2023-12-04,2023,49,3127,21,3,43.221,0.29,0.041
2023/2024,Rivers,SS,tropical,7234973,24,2023-12-11,2023,50,2882,64,6,39.834,0.885,0.083
2023/2024,Rivers,SS,tropical,7234973,25,2023-12-18,2023,51,7493,81,12,103.566,1.12,0.166
2023/2024,Rivers,SS,tropical,7234973,26,2023-12-25,2023,52,7801,127,14,107.823,1.755,0.194
2023/2024,Rivers,SS,tropical,7234973,27,2024-01-01,2024,1,6815,295,15,94.195,4.077,0.207
2023/2024,Rivers,SS,tropical,7234973,28,2024-01-08,2024,2,10346,170,7,143.0,2.35,0.097
2023/2024,Rivers,SS,tropical,7234973,29,2024-01-15,2024,3,6742,69,2,93.186,0.954,0.028
2023/2024,Rivers,SS,tropical,7234973,30,2024-01-22,2024,4,1296,35,6,17.913,0.484,0.083
2023/2024,Rivers,SS,tropical,7234973,31,2024-01-29,2024,5,1117,11,1,15.439,0.152,0.014
2023/2024,Rivers,SS,tropical,7234973,32,2024-02-05,2024,6,1097,9,0,15.162,0.124,0.0
2023/2024,Rivers,SS,tropical,7234973,33,2024-02-12,2024,7,505,10,5,6.98,0.138,0.069
2023/2024,Rivers,SS,tropical,7234973,34,2024-02-19,2024,8,579,17,1,8.003,0.235,0.014
2023/2024,Rivers,SS,tropical,7234973,35,2024-02-26,2024,9,1056,8,5,14.596,0.111,0.069
2023/2024,Rivers,SS,tropical,7234973,36,2024-03-04,2024,10,617,14,4,8.528,0.194,0.055
2023/2024,Rivers,SS,tropical,7234973,37,2024-03-11,2024,11,763,16,0,10.546,0.221,0.0
2023/2024,Rivers,SS,tropical,7234973,38,2024-03-18,2024,12,1069,11,0,14.775,0.152,0.0
2023/2024,Rivers,SS,tropical,7234973,39,2024-03-25,2024,13,790,5,0,10.919,0.069,0.0
2023/2024,Rivers,SS,tropical,7234973,40,2024-04-01,2024,14,730,14,3,10.09,0.194,0.041
2023/2024,Rivers,SS,tropical,7234973,41,2024-04-08,2024,15,846,13,1,11.693,0.18,0.014
2023/2024,Rivers,SS,tropical,7234973,42,2024-04-15,2024,16,1648,22,2,22.778,0.304,0.028
2023/2024,Rivers,SS,tropical,7234973,43,2024-04-22,2024,17,361,23,3,4.99,0.318,0.041
2023/2024,Rivers,SS,tropical,7234973,44,2024-04-29,2024,18,668,6,1,9.233,0.083,0.014
2023/2024,Rivers,SS,tropical,7234973,45,2024-05-06,2024,19,751,10,5,10.38,0.138,0.069
2023/2024,Rivers,SS,tropical,7234973,46,2024-05-13,2024,20,870,11,1,12.025,0.152,0.014
2023/2024,Rivers,SS,tropical,7234973,47,2024-05-20,2024,21,722,8,0,9.979,0.111,0.0
2023/2024,Rivers,SS,tropical,7234973,48,2024-05-27,2024,22,684,15,0,9.454,0.207,0.0
2023/2024,Rivers,SS,tropical,7234973,49,2024-06-03,2024,23,591,15,2,8.169,0.207,0.028
2023/2024,Rivers,SS,tropical,7234973,50,2024-06-10,2024,24,1050,14,0,14.513,0.194,0.0
2023/2024,Rivers,SS,tropical,7234973,51,2024-06-17,2024,25,547,12,3,7.56,0.166,0.041
2023/2024,Rivers,SS,tropical,7234973,52,2024-06-24,2024,26,900,18,1,12.44,0.249,0.014
2023/2024,Jigawa,NW,sahel,6979080,1,2023-07-03,2023,27,6220,45,11,89.123,0.645,0.158
2023/2024,Jigawa,NW,sahel,6979080,2,2023-07-10,2023,28,1535,10,1,21.994,0.143,0.014
2023/2024,Jigawa,NW,sahel,6979080,3,2023-07-17,2023,29,1154,13,0,16.535,0.186,0.0
2023/2024,Jigawa,NW,sahel,6979080,4,2023-07-24,2023,30,1257,30,1,18.011,0.43,0.014
2023/2024,Jigawa,NW,sahel,6979080,5,2023-07-31,2023,31,2429,16,4,34.804,0.229,0.057
2023/2024,Jigawa,NW,sahel,6979080,6,2023-08-07,2023,32,1201,16,4,17.209,0.229,0.057
2023/2024,Jigawa,NW,sahel,6979080,7,2023-08-14,2023,33,1635,16,2,23.427,0.229,0.029
2023/2024,Jigawa,NW,sahel,6979080,8,2023-08-21,2023,34,2132,15,2,30.548,0.215,0.029
2023/2024,Jigawa,NW,sahel,6979080,9,2023-08-28,2023,35,1046,27,2,14.988,0.387,0.029
2023/2024,Jigawa,NW,sahel,6979080,10,2023-09-04,2023,36,2565,15,8,36.753,0.215,0.115
2023/2024,Jigawa,NW,sahel,6979080,11,2023-09-11,2023,37,3740,44,9,53.589,0.63,0.129
2023/2024,Jigawa,NW,sahel,6979080,12,2023-09-18,2023,38,2891,39,13,41.424,0.559,0.186
2023/2024,Jigawa,NW,sahel,6979080,13,2023-09-25,2023,39,5665,212,22,81.171,3.038,0.315
2023/2024,Jigawa,NW,sahel,6979080,14,2023-10-02,2023,40,39762,398,32,569.731,5.703,0.459
2023/2024,Jigawa,NW,sahel,6979080,15,2023-10-09,2023,41,45749,611,146,655.516,8.755,2.092
2023/2024,Jigawa,NW,sahel,6979080,16,2023-10-16,2023,42,110634,799,111,1585.223,11.449,1.59
2023/2024,Jigawa,NW,sahel,6979080,17,2023-10-23,2023,43,74031,1426,203,1060.756,20.432,2.909
2023/2024,Jigawa,NW,sahel,6979080,18,2023-10-30,2023,44,49554,552,137,710.036,7.909,1.963
2023/2024,Jigawa,NW,sahel,6979080,19,2023-11-06,2023,45,42254,278,31,605.438,3.983,0.444
2023/2024,Jigawa,NW,sahel,6979080,20,2023-11-13,2023,46,7160,39,10,102.592,0.559,0.143
2023/2024,Jigawa,NW,sahel,6979080,21,2023-11-20,2023,47,4468,28,4,64.02,0.401,0.057
2023/2024,Jigawa,NW,sahel,6979080,22,2023-11-27,2023,48,3649,67,14,52.285,0.96,0.201
2023/2024,Jigawa,NW,sahel,6979080,23,2023-12-04,2023,49,6397,86,7,91.66,1.232,0.1
2023/2024,Jigawa,NW,sahel,6979080,24,2023-12-11,2023,50,8209,98,18,117.623,1.404,0.258
2023/2024,Jigawa,NW,sahel,6979080,25,2023-12-18,2023,51,7818,139,25,112.02,1.992,0.358
2023/2024,Jigawa,NW,sahel,6979080,26,2023-12-25,2023,52,23630,311,38,338.583,4.456,0.544
2023/2024,Jigawa,NW,sahel,6979080,27,2024-01-01,2024,1,16730,325,35,239.716,4.657,0.501
2023/2024,Jigawa,NW,sahel,6979080,28,2024-01-08,2024,2,16720,249,21,239.573,3.568,0.301
2023/2024,Jigawa,NW,sahel,6979080,29,2024-01-15,2024,3,13669,84,12,195.857,1.204,0.172
2023/2024,Jigawa,NW,sahel,6979080,30,2024-01-22,2024,4,4782,34,5,68.519,0.487,0.072
2023/2024,Jigawa,NW,sahel,6979080,31,2024-01-29,2024,5,883,43,1,12.652,0.616,0.014
2023/2024,Jigawa,NW,sahel,6979080,32,2024-02-05,2024,6,1794,9,1,25.705,0.129,0.014
2023/2024,Jigawa,NW,sahel,6979080,33,2024-02-12,2024,7,1055,11,6,15.117,0.158,0.086
2023/2024,Jigawa,NW,sahel,6979080,34,2024-02-19,2024,8,1398,29,5,20.031,0.416,0.072
2023/2024,Jigawa,NW,sahel,6979080,35,2024-02-26,2024,9,636,23,1,9.113,0.33,0.014
2023/2024,Jigawa,NW,sahel,6979080,36,2024-03-04,2024,10,1409,20,3,20.189,0.287,0.043
2023/2024,Jigawa,NW,sahel,6979080,37,2024-03-11,2024,11,1461,12,0,20.934,0.172,0.0
2023/2024,Jigawa,NW,sahel,6979080,38,2024-03-18,2024,12,966,17,1,13.841,0.244,0.014
2023/2024,Jigawa,NW,sahel,6979080,39,2024-03-25,2024,13,1696,11,1,24.301,0.158,0.014
2023/2024,Jigawa,NW,sahel,6979080,40,2024-04-01,2024,14,1575,12,1,22.567,0.172,0.014
2023/2024,Jigawa,NW,sahel,6979080,41,2024-04-08,2024,15,1414,22,7,20.261,0.315,0.1
2023/2024,Jigawa,NW,sahel,6979080,42,2024-04-15,2024,16,1707,18,3,24.459,0.258,0.043
2023/2024,Jigawa,NW,sahel,6979080,43,2024-04-22,2024,17,1301,18,3,18.641,0.258,0.043
2023/2024,Jigawa,NW,sahel,6979080,44,2024-04-29,2024,18,1346,7,2,19.286,0.1,0.029
2023/2024,Jigawa,NW,sahel,6979080,45,2024-05-06,2024,19,1555,12,3,22.281,0.172,0.043
2023/2024,Jigawa,NW,sahel,6979080,46,2024-05-13,2024,20,1512,14,3,21.665,0.201,0.043
2023/2024,Jigawa,NW,sahel,6979080,47,2024-05-20,2024,21,2722,13,1,39.002,0.186,0.014
2023/2024,Jigawa,NW,sahel,6979080,48,2024-05-27,2024,22,848,19,3,12.151,0.272,0.043
2023/2024,Jigawa,NW,sahel,6979080,49,2024-06-03,2024,23,1251,7,2,17.925,0.1,0.029
2023/2024,Jigawa,NW,sahel,6979080,50,2024-06-10,2024,24,1028,17,1,14.73,0.244,0.014
2023/2024,Jigawa,NW,sahel,6979080,51,2024-06-17,2024,25,1377,14,8,19.73,0.201,0.115
2023/2024,Jigawa,NW,sahel,6979080,52,2024-06-24,2024,26,1367,18,1,19.587,0.258,0.014
2023/2024,Niger,NC,savanna,6720617,1,2023-07-03,2023,27,4510,43,7,67.107,0.64,0.104
2023/2024,Niger,NC,savanna,6720617,2,2023-07-10,2023,28,850,23,1,12.648,0.342,0.015
2023/2024,Niger,NC,savanna,6720617,3,2023-07-17,2023,29,650,25,2,9.672,0.372,0.03
2023/2024,Niger,NC,savanna,6720617,4,2023-07-24,2023,30,1098,21,0,16.338,0.312,0.0
2023/2024,Niger,NC,savanna,6720617,5,2023-07-31,2023,31,889,11,2,13.228,0.164,0.03
2023/2024,Niger,NC,savanna,6720617,6,2023-08-07,2023,32,1763,15,0,26.233,0.223,0.0
2023/2024,Niger,NC,savanna,6720617,7,2023-08-14,2023,33,924,18,1,13.749,0.268,0.015
2023/2024,Niger,NC,savanna,6720617,8,2023-08-21,2023,34,1199,26,3,17.841,0.387,0.045
2023/2024,Niger,NC,savanna,6720617,9,2023-08-28,2023,35,1964,24,3,29.224,0.357,0.045
2023/2024,Niger,NC,savanna,6720617,10,2023-09-04,2023,36,5588,37,6,83.147,0.551,0.089
2023/2024,Niger,NC,savanna,6720617,11,2023-09-11,2023,37,5459,113,14,81.228,1.681,0.208
2023/2024,Niger,NC,savanna,6720617,12,2023-09-18,2023,38,19539,174,25,290.732,2.589,0.372
2023/2024,Niger,NC,savanna,6720617,13,2023-09-25,2023,39,43508,526,77,647.381,7.827,1.146
2023/2024,Niger,NC,savanna,6720617,14,2023-10-02,2023,40,70171,1113,90,1044.115,16.561,1.339
2023/2024,Niger,NC,savanna,6720617,15,2023-10-09,2023,41,95622,1646,138,1422.816,24.492,2.053
2023/2024,Niger,NC,savanna,6720617,16,2023-10-16,2023,42,90620,1027,86,1348.388,15.281,1.28
2023/2024,Niger,NC,savanna,6720617,17,2023-10-23,2023,43,15657,564,62,232.97,8.392,0.923
2023/2024,Niger,NC,savanna,6720617,18,2023-10-30,2023,44,5615,195,9,83.549,2.902,0.134
2023/2024,Niger,NC,savanna,6720617,19,2023-11-06,2023,45,3312,53,6,49.281,0.789,0.089
2023/2024,Niger,NC,savanna,6720617,20,2023-11-13,2023,46,1779,23,5,26.471,0.342,0.074
2023/2024,Niger,NC,savanna,6720617,21,2023-11-20,2023,47,1621,27,2,24.12,0.402,0.03
2023/2024,Niger,NC,savanna,6720617,22,2023-11-27,2023,48,3076,35,3,45.77,0.521,0.045
2023/2024,Niger,NC,savanna,6720617,23,2023-12-04,2023,49,3141,60,12,46.737,0.893,0.179
2023/2024,Niger,NC,savanna,6720617,24,2023-12-11,2023,50,5934,173,10,88.295,2.574,0.149
2023/2024,Niger,NC,savanna,6720617,25,2023-12-18,2023,51,18073,107,14,268.919,1.592,0.208
2023/2024,Niger,NC,savanna,6720617,26,2023-12-25,2023,52,15759,275,27,234.487,4.092,0.402
2023/2024,Niger,NC,savanna,6720617,27,2024-01-01,2024,1,27279,203,29,405.9,3.021,0.432
2023/2024,Niger,NC,savanna,6720617,28,2024-01-08,2024,2,10309,167,8,153.394,2.485,0.119
2023/2024,Niger,NC,savanna,6720617,29,2024-01-15,2024,3,5722,55,12,85.141,0.818,0.179
2023/2024,Niger,NC,savanna,6720617,30,2024-01-22,2024,4,3298,31,5,49.073,0.461,0.074
2023/2024,Niger,NC,savanna,6720617,31,2024-01-29,2024,5,780,24,5,11.606,0.357,0.074
2023/2024,Niger,NC,savanna,6720617,32,2024-02-05,2024,6,1277,18,1,19.001,0.268,0.015
2023/2024,Niger,NC,savanna,6720617,33,2024-02-12,2024,7,872,25,2,12.975,0.372,0.03
2023/2024,Niger,NC,savanna,6720617,34,2024-02-19,2024,8,1630,17,0,24.254,0.253,0.0
2023/2024,Niger,NC,savanna,6720617,35,2024-02-26,2024,9,712,27,0,10.594,0.402,0.0
